PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40715365,A lipid metabolism-related gene signature for risk stratification and prognosis prediction in patients with breast cancer.,2025,,,N/A
40713639,Multi-omics based and AI-driven drug repositioning for epigenetic therapy in female malignancies.,2025,,,N/A
40713509,"FLNA, a disulfidptosis-related gene, modulates tumor immunity and progression in colorectal cancer.",2025,,,N/A
40712726,Controlled Delivery of C-C Motif Chemokine Ligand 25 by a Hydrogel for Tumor Microenvironment Remodeling in Triple Negative Breast Cancer.,2025,,,N/A
40712694,Breaking immune evasion in breast cancer by targeting COX-2/PGE2 pathway.,2025,,,N/A
40711726,The network map of mucin 1 mediated signaling in cancer progression and immune modulation.,2025,,,N/A
40710292,The Activity of Human NK Cells Towards 3D Heterotypic Cellular Tumor Model of Breast Cancer.,2025,,,N/A
40710212,Optimizing Adjuvant Care in Early Breast Cancer: Multidisciplinary Strategies and Innovative Models from Canadian Centers.,2025,"Bestavros, Blyth, Minard, Naujokaitis, Railton","Arthur J.E. Child Comprehensive Cancer Centre, Calgary, AB T2N 5G2, Canada., Faculté de Médecine, Université de Montréal, Montreal, QC H3T 1J4, Canada., Department of Pharmacy, Nova Scotia Health, QEII Health Sciences Centre, Halifax, NS B3H 2Y9, Canada., London Health Sciences Centre, London, ON N6A 5W9, Canada.",N/A
40710197,Predictive Factors of Response to Neoadjuvant Chemotherapy (NACT) and Immune Checkpoint Inhibitors in Early-Stage Triple-Negative Breast Cancer Patients (TNBC).,2025,"Pepe, Capici","Phase 1 Research Center, Fondazione IRCC San Gerardo dei Tintori, 20090 Monza, Italy.",N/A
40710184,Role of Circulating Tumor DNA in Adapting Immunotherapy Approaches in Breast Cancer.,2025,,,N/A
40709054,Peripheral TNF-α and CD8,2025,,,N/A
40708008,Targeted degradation of sICOSL reverses cytotoxic T cells dysfunction.,2025,,,N/A
40707784,The USP1-WDR48 deubiquitinase complex functions as a molecular switch regulating tumor-associated macrophage activation and anti-tumor response.,2025,,,N/A
40707559,Impact of the PD-1/PD-L1 inhibitor SCL-1 on MDA-MB231 tumor growth in a humanized MHC-double knockout NOG mouse model.,2025,Yamaguchi,"Office of the President Emeritus, Shizuoka Cancer Center, Shizuoka, Japan.",N/A
40707500,Subtype- and race-specific variations in the immune landscape of breast cancer: therapeutic implications.,2025,,,N/A
40707495,The untapped potential of radiation and immunotherapy for hormone receptor-positive breast cancer.,2025,"Lund, Demaria","Royal Marsden NHS Foundation Trust, London, UK., Weill Cornell Medicine, New York, NY, USA.",N/A
40706744,Inhibition of KAT6A enhances immunotherapy efficacy in colorectal cancer by activating interferon response.,2025,,,N/A
40704883,,2025,,,N/A
40703447,The ubiquitin code of RAS proteins: Decoding its role in cancer progression.,2025,,,N/A
40702728,Amlodipine as an Immunomodulatory Agent in Cancer Therapy: Enhancing Dendritic Cell Activation in Combination with Tumor-associated Antigen.,2025,,,N/A
40702719,Gelatin Methacryloyl Xerogel Puncture Implants Loaded with Cu,2025,,,N/A
40702362,Author Correction: IL-17A-secreting γδ T cells promote resistance to CDK4/CDK6 inhibitors in HR,2025,"Gouin, Chen, Shah, de Andrea, Navarro-Rubio, Serrano-Mendioroz, Navarro Manzano, Satty, Rippon, Zhou, Scandura, García-Martínez, Ayala de la Peña, Rodríguez-Ruiz, Sánchez-Margalet, de la Cruz-Merino, Shiao, McArthur, Knott","Department of Immunology and Immunotherapy, Clínica Universidad de Navarra, Pamplona, Spain., Internal Medicine, UT Southwestern Medical Center, Dallas, TX, USA., Instituto Murciano de Investigación Biosanitaria (IMIB-Arrixaca), Murcia, Spain., Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA, USA., Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA, USA. formenti@med.cornell.edu., Department of Population Health Sciences, Weill Cornell Medicine, New York, NY, USA., Department of Medical Biochemistry, Molecular Biology and Immunology, Faculty of Medicine, Universidad de Sevilla, Sevilla, Spain., Department of Medicine, Weill Cornell Medicine, New York, NY, USA., Department of Radiation Oncology, Clínica Universidad de Navarra, Pamplona, Spain., Centro Regional de Hemodonación, Murcia, Spain., Department of Anatomy, Physiology and Pathology, Clínica Universidad de Navarra, Pamplona, Spain.",N/A
40700964,Selenium exposure on breast cancer risk and progression: Comprehensive analysis identifies MSRB1 as a novel therapeutic target.,2025,,,N/A
40699477,RNF213 governs divergent tumor-immune dynamics across human cancers: a prognostic biomarker for immunotherapy stratification.,2025,,,N/A
40698682,LINC-PINT: A Distinctive Long Non-Coding RNA Functioning as a Potential Suppressor in Tumorigenesis.,2025,,,N/A
40698150,High intensity forced ultrasound-driven ferroptosis as a strategy for anti-tumor immune priming.,2025,,,N/A
40697533,Pembrolizumab monotherapy for previously treated metastatic HER2-negative breast cancer with germline ,2025,"Lee, Hasan, Tuan Zaid, Toh, Tan, Selvam, Lim, Pan, Teo","Universiti Malaya Medical Centre, Kuala Lumpur, Malaysia., Cancer Research Malaysia, Subang Jaya, Malaysia.",N/A
40697524,p62/SQSTM1 impairs immunotherapy in lung adenocarcinoma by suppressing immune infiltration and peripheral immune response.,2025,,,N/A
40697412,Safety and toxicity risks of radiotherapy combined with PD-1/PD-L1 inhibitors: A comprehensive review.,2025,,,N/A
40697319,Transformable self-assembling peptide nanoplatforms with tumor microenvironment responsiveness for tumor stem cell suppression and immunomodulation.,2025,,,N/A
40697217,Advances and challenges in drug repurposing in precision therapeutics of colorectal cancer.,2025,,,N/A
40696947,Comprehensive analysis of an ATF/CREB family-based signature with regard to prognosis and immune feature in adrenocortical carcinoma: a cohort study.,2025,,,N/A
40696413,Decoding the metabolic dialogue in the tumor microenvironment: from immune suppression to precision cancer therapies.,2025,,,N/A
40696096,"LncRNA NRAD1 regulates the triple-negative breast cancer transcriptome by miRNA biogenesis, localization, and predominately non-ceRNA interactions.",2025,,,N/A
40695812,MARCO expression on myeloid-derived suppressor cells is essential for their differentiation and immunosuppression.,2025,"Wang, Wang, Zhang, Wang, Fan","Executive Office, Immunophage Biotech Co., Ltd, Shanghai, China. ghfan@immunophage.com.cn., Department of Oncology, Immunophage Biotech Co., Ltd, Shanghai, China., Department of Antibody Development, Immunophage Biotech Co., Ltd, Shanghai, China., Executive Office, Immunophage Biotech Co., Ltd, Shanghai, China. jfwang@immunophage.com.cn.",N/A
40695078,Oxygen-boosted nanodrug for amplified ferroptosis-photodynamic immunotherapy together with PD-1 checkpoint blockade against triple-negative breast cancer.,2025,,,N/A
40694938,Chrono-controlled hydrogel platform orchestrates metabolic reprogramming and cuproptosis-driven immune activation against triple-negative breast cancer.,2025,,,N/A
40694271,The role of LAMA5 in breast cancer progression and its potential in immunotherapy.,2025,,,N/A
40693728,Pneumonitis induced by immune checkpoint inhibitors: a systematic review.,2025,,,N/A
40692392,Targeted Delivery of miR-34a via Anti-CD47 Antibody Conjugates for Enhanced Cancer Immunotherapy in Triple Negative Breast Cancer.,2025,,,N/A
40692275,Targeting CDK2 and other novel cell cycle targets for breast cancer therapy.,2025,,,N/A
40691737,Intersection of ferroptosis and nanomaterials brings benefits to breast cancer.,2025,,,N/A
40691137,Molecular features of TNBC govern heterogeneity in the response to radiation and autophagy inhibition.,2025,"Schneeweiss, Hadatsch, Grünert, Benedum, Engl, Kleinwächter","Max Perutz Labs, Vienna Biocenter Campus (VBC), Dr.-Bohr-Gasse 9, 1030, Vienna, Austria.",N/A
40690171,Pre-Treatment Tumor Collagen is Associated with Triple-Negative Breast Cancer Pathological Response to Chemo-Immunotherapy.,2025,,,N/A
